"State_Name","Constituency_No","Constituency_Name","Year","Assembly_No","volatility"
"Andhra_Pradesh",12,"THERLAM",1983,7,71.04
"Andhra_Pradesh",12,"THERLAM",1985,8,14.255
"Andhra_Pradesh",12,"THERLAM",1989,9,9.57
"Andhra_Pradesh",12,"THERLAM",1994,10,5.4
"Andhra_Pradesh",12,"THERLAM",1999,11,7.465
"Andhra_Pradesh",12,"THERLAM",2008,12,100.005
"Andhra_Pradesh",13,"SALUR",2019,15,10.87
"Andhra_Pradesh",13,"VUNUKURU",1972,5,24.585
"Andhra_Pradesh",13,"VUNUKURU",1978,6,56.1
"Andhra_Pradesh",13,"VUNUKURU",1983,7,56.1
"Andhra_Pradesh",13,"VUNUKURU",1985,8,66.265
"Andhra_Pradesh",13,"VUNUKURU",1994,10,23.62
"Andhra_Pradesh",13,"VUNUKURU",1999,11,11.055
"Andhra_Pradesh",13,"VUNUKURU",2004,12,4.2
"Andhra_Pradesh",14,"BOBBILI",2019,15,5.715
"Andhra_Pradesh",14,"PALAKONDA",1972,5,43.705
"Andhra_Pradesh",14,"PALAKONDA",1978,6,73.14
"Andhra_Pradesh",14,"PALAKONDA",1983,7,73.125
"Andhra_Pradesh",14,"PALAKONDA",1985,8,69.35
"Andhra_Pradesh",14,"PALAKONDA",1989,9,23.14
"Andhra_Pradesh",14,"PALAKONDA",1994,10,17.16
"Andhra_Pradesh",14,"PALAKONDA",1999,11,36.955
"Andhra_Pradesh",14,"PALAKONDA",2004,12,29.19
"Andhra_Pradesh",15,"AMADALAVALASA",1983,7,56.755
"Andhra_Pradesh",15,"AMADALAVALASA",1985,8,63.96
"Andhra_Pradesh",15,"AMADALAVALASA",1989,9,5.21
"Andhra_Pradesh",15,"AMADALAVALASA",1994,10,8.33
"Andhra_Pradesh",15,"AMADALAVALASA",1999,11,3.32
"Andhra_Pradesh",15,"AMADALAVALASA",2004,12,3.23
"Andhra_Pradesh",15,"NAGARIKATAKAM",1972,5,48.69
"Andhra_Pradesh",16,"GAJAPATHINAGARAM",2019,15,31.155
"Andhra_Pradesh",16,"SRIKAKULAM",1972,5,58.39
"Andhra_Pradesh",16,"SRIKAKULAM",1978,6,56.65
"Andhra_Pradesh",16,"SRIKAKULAM",1983,7,61.155
"Andhra_Pradesh",16,"SRIKAKULAM",1985,8,83.09
"Andhra_Pradesh",16,"SRIKAKULAM",1989,9,28.475
"Andhra_Pradesh",16,"SRIKAKULAM",1994,10,12.565
"Andhra_Pradesh",16,"SRIKAKULAM",1999,11,11.045
"Andhra_Pradesh",16,"SRIKAKULAM",2004,12,9.31
"Andhra_Pradesh",17,"ETCHERLA",1972,5,23.35
"Andhra_Pradesh",17,"ETCHERLA",1978,6,75.5
"Andhra_Pradesh",17,"ETCHERLA",1983,7,75.5
"Andhra_Pradesh",17,"ETCHERLA",1985,8,71.61
"Andhra_Pradesh",17,"ETCHERLA",1989,9,11.87
"Andhra_Pradesh",17,"ETCHERLA",1994,10,9.53
"Andhra_Pradesh",17,"ETCHERLA",1999,11,13.47
"Andhra_Pradesh",17,"ETCHERLA",2004,12,8.47
"Andhra_Pradesh",17,"NELLIMARLA",2019,15,22.145
"Andhra_Pradesh",18,"CHEEPURUPALLI",1983,7,60.865
"Andhra_Pradesh",18,"CHEEPURUPALLI",1985,8,71.715
"Andhra_Pradesh",18,"CHEEPURUPALLI",1989,9,43.915
"Andhra_Pradesh",18,"CHEEPURUPALLI",1994,10,4.61
"Andhra_Pradesh",18,"CHEEPURUPALLI",1999,11,27.45
"Andhra_Pradesh",18,"CHEEPURUPALLI",2004,12,28.03
"Andhra_Pradesh",18,"PONDURU",1972,5,33.39
"Andhra_Pradesh",18,"VIZIANAGARAM",2019,15,14.35
"Andhra_Pradesh",19,"CHEEPURUPALLI",1972,5,33.76
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",1983,7,42.18
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",1985,8,65.89
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",1989,9,33.03
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",1994,10,33.445
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",1999,11,25.245
"Andhra_Pradesh",19,"GAJAPATHINAGARAM",2004,12,13.37
"Andhra_Pradesh",19,"SRUNGAVARAPUKOTA",2019,15,23.095
"Andhra_Pradesh",20,"BHIMLI",2019,15,19.3
"Andhra_Pradesh",20,"GAJAPATHINAGARAM",1972,5,32.755
"Andhra_Pradesh",20,"VIZIANAGARAM",1983,7,79.36
"Andhra_Pradesh",20,"VIZIANAGARAM",1985,8,80.76
"Andhra_Pradesh",20,"VIZIANAGARAM",1989,9,25.4
"Andhra_Pradesh",20,"VIZIANAGARAM",1994,10,6.065
"Andhra_Pradesh",20,"VIZIANAGARAM",1999,11,7.595
"Andhra_Pradesh",20,"VIZIANAGARAM",2004,12,43.365
"Andhra_Pradesh",21,"SATHIVADA",1983,7,30.225
"Andhra_Pradesh",21,"SATHIVADA",1985,8,48.4
"Andhra_Pradesh",21,"SATHIVADA",1989,9,5.31
"Andhra_Pradesh",21,"SATHIVADA",1994,10,5.39
"Andhra_Pradesh",21,"SATHIVADA",1999,11,4.66
"Andhra_Pradesh",21,"SATHIVADA",2004,12,1.14
"Andhra_Pradesh",21,"VISAKHAPATNAM EAST",2019,15,15.98
"Andhra_Pradesh",22,"BHOGAPURAM",1972,5,19.01
"Andhra_Pradesh",22,"BHOGAPURAM",1978,6,48.11
"Andhra_Pradesh",22,"BHOGAPURAM",1983,7,57.94
"Andhra_Pradesh",22,"BHOGAPURAM",1985,8,56.84
"Andhra_Pradesh",22,"BHOGAPURAM",1989,9,2.45
"Andhra_Pradesh",22,"BHOGAPURAM",1994,10,3.52
"Andhra_Pradesh",22,"BHOGAPURAM",1999,11,3.525
"Andhra_Pradesh",22,"BHOGAPURAM",2004,12,5.745
"Andhra_Pradesh",22,"VISAKHAPATNAM SOUTH",2019,15,18.24
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1978,6,65.465
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1983,7,65.465
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1985,8,74.515
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1989,9,30.615
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1994,10,34.435
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",1999,11,13.215
"Andhra_Pradesh",23,"BHEEMUNIPATNAM",2004,12,15.485
"Andhra_Pradesh",24,"VISAKHAPATNAM I",1972,5,54.655
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1983,7,85.975
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1985,8,81.88
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1989,9,19.565
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1994,10,15.3
"Andhra_Pradesh",24,"VISAKHAPATNAM-I",1999,11,60.975
"Andhra_Pradesh",25,"GAJUWAKA",2019,15,31.92
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1983,7,77.885
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1985,8,82.805
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1989,9,16.53
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1994,10,20.695
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",1999,11,6.01
"Andhra_Pradesh",25,"VISAKHAPATNAM-II",2004,12,23.785
"Andhra_Pradesh",26,"CHODAVARAM",2019,15,12.14
"Andhra_Pradesh",26,"JAMI",1972,5,55.15
"Andhra_Pradesh",26,"PENDURTHI",1983,7,51.065
"Andhra_Pradesh",26,"PENDURTHI",1985,8,76.405
"Andhra_Pradesh",26,"PENDURTHI",1989,9,9.35
"Andhra_Pradesh",26,"PENDURTHI",1994,10,61.925
"Andhra_Pradesh",26,"PENDURTHI",1999,11,58.065
"Andhra_Pradesh",26,"PENDURTHI",2004,12,12.815
"Andhra_Pradesh",27,"MADUGULA",1972,5,15.18
"Andhra_Pradesh",27,"UTTARAPALLI",1983,7,67.275
"Andhra_Pradesh",27,"UTTARAPALLI",1985,8,71.02
"Andhra_Pradesh",27,"UTTARAPALLI",1989,9,31.295
"Andhra_Pradesh",27,"UTTARAPALLI",1994,10,24.57
"Andhra_Pradesh",27,"UTTARAPALLI",1999,11,20.275
"Andhra_Pradesh",27,"UTTARAPALLI",2004,12,20.02
"Andhra_Pradesh",27,"V.MADUGULA",2019,15,7.88
"Andhra_Pradesh",28,"ARAKU VALLEY",2019,15,21.655
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1972,5,30.325
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1978,6,56.91
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1983,7,56.905
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1985,8,79.605
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1989,9,19.63
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1994,10,7.6
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",1999,11,14.535
"Andhra_Pradesh",28,"SRUNGAVARAPUKOTA",2004,12,8.965
"Andhra_Pradesh",29,"PADERU",1972,5,21.51
"Andhra_Pradesh",29,"PADERU",1978,6,50.82
"Andhra_Pradesh",29,"PADERU",1983,7,58.42
"Andhra_Pradesh",29,"PADERU",1985,8,35.825
"Andhra_Pradesh",29,"PADERU",1989,9,23.71
"Andhra_Pradesh",29,"PADERU",1994,10,52.505
"Andhra_Pradesh",29,"PADERU",1999,11,42.585
"Andhra_Pradesh",29,"PADERU",2004,12,39.435
"Andhra_Pradesh",29,"PADERU",2014,14,79.82
"Andhra_Pradesh",29,"PADERU",2019,15,46.345
"Andhra_Pradesh",30,"ANAKAPALLI",2014,14,96.02
"Andhra_Pradesh",30,"ANAKAPALLI",2019,15,18.325
"Andhra_Pradesh",30,"GOMPA",1972,5,50.86
"Andhra_Pradesh",30,"MADUGULA",1983,7,36.56
"Andhra_Pradesh",30,"MADUGULA",1985,8,69.665
"Andhra_Pradesh",30,"MADUGULA",1989,9,17.535
"Andhra_Pradesh",30,"MADUGULA",1994,10,22.95
"Andhra_Pradesh",30,"MADUGULA",1999,11,22.95
"Andhra_Pradesh",30,"MADUGULA",2004,12,13.415
"Andhra_Pradesh",31,"CHODAVARAM",1967,4,34.42
"Andhra_Pradesh",31,"CHODAVARAM",1972,5,63.08
"Andhra_Pradesh",31,"CHODAVARAM",1978,6,50.57
"Andhra_Pradesh",31,"CHODAVARAM",1983,7,59.25
"Andhra_Pradesh",31,"CHODAVARAM",1985,8,70.83
"Andhra_Pradesh",31,"CHODAVARAM",1989,9,15.745
"Andhra_Pradesh",31,"CHODAVARAM",1994,10,16.17
"Andhra_Pradesh",31,"CHODAVARAM",1999,11,15.01
"Andhra_Pradesh",31,"CHODAVARAM",2004,12,9.065
"Andhra_Pradesh",31,"PENDURTHI",2019,15,20.96
"Andhra_Pradesh",32,"ANAKAPALLI",1972,5,40.75
"Andhra_Pradesh",32,"ANAKAPALLI",1978,6,58.505
"Andhra_Pradesh",32,"ANAKAPALLI",1983,7,63.615
"Andhra_Pradesh",32,"ANAKAPALLI",1985,8,76.97
"Andhra_Pradesh",32,"ANAKAPALLI",1989,9,19.58
"Andhra_Pradesh",32,"ANAKAPALLI",1994,10,44.935
"Andhra_Pradesh",32,"ANAKAPALLI",1999,11,42.38
"Andhra_Pradesh",32,"ANAKAPALLI",2004,12,10.445
"Andhra_Pradesh",32,"ELAMANCHILI",2019,15,14.795
"Andhra_Pradesh",33,"PARAVADA",1972,5,2.705
"Andhra_Pradesh",33,"PARAVADA",1978,6,51.68
"Andhra_Pradesh",33,"PARAVADA",1983,7,70.715
"Andhra_Pradesh",33,"PARAVADA",1985,8,73.36
"Andhra_Pradesh",33,"PARAVADA",1989,9,20.935
"Andhra_Pradesh",33,"PARAVADA",1994,10,19.255
"Andhra_Pradesh",33,"PARAVADA",1999,11,17.175
"Andhra_Pradesh",33,"PARAVADA",2004,12,17.025
"Andhra_Pradesh",33,"PAYAKARAOPETA",2019,15,16.94
"Andhra_Pradesh",34,"ELAMANCHILI",1972,5,14.33
"Andhra_Pradesh",34,"ELAMANCHILI",1978,6,55.46
"Andhra_Pradesh",34,"ELAMANCHILI",1983,7,54.685
"Andhra_Pradesh",34,"ELAMANCHILI",1985,8,57.045
"Andhra_Pradesh",34,"ELAMANCHILI",1989,9,32.535
"Andhra_Pradesh",34,"ELAMANCHILI",1994,10,30.535
"Andhra_Pradesh",34,"ELAMANCHILI",1999,11,12.73
"Andhra_Pradesh",34,"ELAMANCHILI",2004,12,8.92
"Andhra_Pradesh",34,"NARSIPATNAM",2019,15,10.925
"Andhra_Pradesh",35,"PAYAKARAOPETA",1972,5,58.26
"Andhra_Pradesh",35,"PAYAKARAOPETA",1978,6,69.69
"Andhra_Pradesh",35,"PAYAKARAOPETA",1983,7,79.23
"Andhra_Pradesh",35,"PAYAKARAOPETA",1985,8,79.03
"Andhra_Pradesh",35,"PAYAKARAOPETA",1989,9,24.36
"Andhra_Pradesh",35,"PAYAKARAOPETA",1994,10,5.12
"Andhra_Pradesh",35,"PAYAKARAOPETA",1999,11,6.56
"Andhra_Pradesh",35,"PAYAKARAOPETA",2004,12,30.905
"Andhra_Pradesh",35,"TUNI",2019,15,7.36499999999999
"Andhra_Pradesh",36,"NARASIPATNAM",1996,10,55.88
"Andhra_Pradesh",36,"NARSIPATNAM",1978,6,47.65
"Andhra_Pradesh",36,"NARSIPATNAM",1983,7,50.65
"Andhra_Pradesh",36,"NARSIPATNAM",1985,8,50.095
"Andhra_Pradesh",36,"NARSIPATNAM",1989,9,6.645
"Andhra_Pradesh",36,"NARSIPATNAM",1999,11,12.3
"Andhra_Pradesh",36,"NARSIPATNAM",2004,12,35.145
"Andhra_Pradesh",36,"PRATHIPADU",2019,15,13.155
"Andhra_Pradesh",37,"CHINTAPALLI",1972,5,55.12
"Andhra_Pradesh",37,"CHINTAPALLI",1978,6,55.97
"Andhra_Pradesh",37,"CHINTAPALLI",1983,7,68.92
"Andhra_Pradesh",37,"CHINTAPALLI",1985,8,70.335
"Andhra_Pradesh",37,"CHINTAPALLI",1989,9,62.88
"Andhra_Pradesh",37,"CHINTAPALLI",1994,10,21.61
"Andhra_Pradesh",37,"CHINTAPALLI",1999,11,42.915
"Andhra_Pradesh",37,"CHINTAPALLI",2004,12,39.93
"Andhra_Pradesh",37,"PITHAPURAM",2019,15,59.13
"Andhra_Pradesh",38,"KAKINADA RURAL",2019,15,31.175
"Andhra_Pradesh",38,"YELLAVARAM",1972,5,37.575
"Andhra_Pradesh",38,"YELLAVARAM",1978,6,78.05
"Andhra_Pradesh",38,"YELLAVARAM",1983,7,78.05
"Andhra_Pradesh",38,"YELLAVARAM",1985,8,46.495
"Andhra_Pradesh",38,"YELLAVARAM",1989,9,8.005
"Andhra_Pradesh",38,"YELLAVARAM",1994,10,21.33
"Andhra_Pradesh",38,"YELLAVARAM",1999,11,11.52
"Andhra_Pradesh",38,"YELLAVARAM",2004,12,4.65
"Andhra_Pradesh",39,"BURUGUPUDI",1972,5,14.56
"Andhra_Pradesh",39,"BURUGUPUDI",1978,6,58.02
"Andhra_Pradesh",39,"BURUGUPUDI",1983,7,58.025
"Andhra_Pradesh",39,"BURUGUPUDI",1985,8,71.265
"Andhra_Pradesh",39,"BURUGUPUDI",1989,9,24.07
"Andhra_Pradesh",39,"BURUGUPUDI",1994,10,39.96
"Andhra_Pradesh",39,"BURUGUPUDI",1999,11,37.905
"Andhra_Pradesh",39,"BURUGUPUDI",2004,12,8.07
"Andhra_Pradesh",39,"PEDDAPURAM",2019,15,17.87
"Andhra_Pradesh",40,"ANAPARTHY",2019,15,21.135
"Andhra_Pradesh",40,"RAJAHMUNDRY",1978,6,73.165
"Andhra_Pradesh",40,"RAJAHMUNDRY",1983,7,87.96
"Andhra_Pradesh",40,"RAJAHMUNDRY",1985,8,82.69
"Andhra_Pradesh",40,"RAJAHMUNDRY",1989,9,11.255
"Andhra_Pradesh",40,"RAJAHMUNDRY",1994,10,12.595
"Andhra_Pradesh",40,"RAJAHMUNDRY",1999,11,20.16
"Andhra_Pradesh",40,"RAJAHMUNDRY",2004,12,27.345
"Andhra_Pradesh",41,"KADIAM",1972,5,11.3
"Andhra_Pradesh",41,"KADIAM",1978,6,73.935
"Andhra_Pradesh",41,"KADIAM",1983,7,73.935
"Andhra_Pradesh",41,"KADIAM",1985,8,68.86
"Andhra_Pradesh",41,"KADIAM",1989,9,50.21
"Andhra_Pradesh",41,"KADIAM",1994,10,49.01
"Andhra_Pradesh",41,"KADIAM",1999,11,58.9
"Andhra_Pradesh",41,"KADIAM",2004,12,26.675
"Andhra_Pradesh",41,"KAKINADA CITY",2019,15,24.72
"Andhra_Pradesh",42,"JAGGAMPETA",1972,5,8.15
"Andhra_Pradesh",42,"JAGGAMPETA",1978,6,91.625
"Andhra_Pradesh",42,"JAGGAMPETA",1983,7,91.63
"Andhra_Pradesh",42,"JAGGAMPETA",1985,8,70.845
"Andhra_Pradesh",42,"JAGGAMPETA",1991,9,26.305
"Andhra_Pradesh",42,"JAGGAMPETA",1994,10,12.835
"Andhra_Pradesh",42,"JAGGAMPETA",1999,11,6.155
"Andhra_Pradesh",42,"JAGGAMPETA",2004,12,6.95
"Andhra_Pradesh",42,"RAMACHANDRAPURAM",2019,15,13.85
"Andhra_Pradesh",43,"MUMMIDIVARAM",2019,15,20.575
"Andhra_Pradesh",43,"PEDDAPURAM",1972,5,31.935
"Andhra_Pradesh",43,"PEDDAPURAM",1978,6,91.4
"Andhra_Pradesh",43,"PEDDAPURAM",1983,7,91.4
"Andhra_Pradesh",43,"PEDDAPURAM",1985,8,72.265
"Andhra_Pradesh",43,"PEDDAPURAM",1989,9,23.775
"Andhra_Pradesh",43,"PEDDAPURAM",1994,10,16.105
"Andhra_Pradesh",43,"PEDDAPURAM",1999,11,5.16
"Andhra_Pradesh",43,"PEDDAPURAM",2004,12,8.96
"Andhra_Pradesh",44,"AMALAPURAM",2019,15,28.17
"Andhra_Pradesh",44,"PRATHIPADU",1972,5,12.63
"Andhra_Pradesh",44,"PRATHIPADU",1978,6,67.8
"Andhra_Pradesh",44,"PRATHIPADU",1983,7,67.8
"Andhra_Pradesh",44,"PRATHIPADU",1985,8,69.405
"Andhra_Pradesh",44,"PRATHIPADU",1989,9,37.735
"Andhra_Pradesh",44,"PRATHIPADU",1994,10,17.79
"Andhra_Pradesh",44,"PRATHIPADU",1999,11,10.905
"Andhra_Pradesh",44,"PRATHIPADU",2004,12,17.795
"Andhra_Pradesh",45,"RAZOLE",2019,15,35.215
"Andhra_Pradesh",45,"TUNI",1972,5,41.94
"Andhra_Pradesh",45,"TUNI",1978,6,51.06
"Andhra_Pradesh",45,"TUNI",1983,7,64.75
"Andhra_Pradesh",45,"TUNI",1985,8,63.94
"Andhra_Pradesh",45,"TUNI",1989,9,8.93
"Andhra_Pradesh",45,"TUNI",1994,10,8.81
"Andhra_Pradesh",45,"TUNI",1999,11,40.65
"Andhra_Pradesh",45,"TUNI",2004,12,40.035
"Andhra_Pradesh",46,"GANNAVARAM",2019,15,25.95
"Andhra_Pradesh",46,"PITHAPURAM",1972,5,15.98
"Andhra_Pradesh",46,"PITHAPURAM",1978,6,80.515
"Andhra_Pradesh",46,"PITHAPURAM",1983,7,79.69
"Andhra_Pradesh",46,"PITHAPURAM",1985,8,66.78
"Andhra_Pradesh",46,"PITHAPURAM",1989,9,14.955
"Andhra_Pradesh",46,"PITHAPURAM",1994,10,16.56
"Andhra_Pradesh",46,"PITHAPURAM",1999,11,78.67
"Andhra_Pradesh",46,"PITHAPURAM",2004,12,26.93
"Andhra_Pradesh",47,"KOTHAPETA",2019,15,19.4
"Andhra_Pradesh",47,"SAMPARA",1972,5,20.585
"Andhra_Pradesh",47,"SAMPARA",1978,6,72.725
"Andhra_Pradesh",47,"SAMPARA",1983,7,72.725
"Andhra_Pradesh",47,"SAMPARA",1985,8,77.08
"Andhra_Pradesh",47,"SAMPARA",1994,10,13.035
"Andhra_Pradesh",47,"SAMPARA",1999,11,12.33
"Andhra_Pradesh",47,"SAMPARA",2004,12,27.375
"Andhra_Pradesh",48,"KAKINADA",1972,5,1.295
"Andhra_Pradesh",48,"KAKINADA",1978,6,83.175
"Andhra_Pradesh",48,"KAKINADA",1983,7,82.29
"Andhra_Pradesh",48,"KAKINADA",1985,8,80.745
"Andhra_Pradesh",48,"KAKINADA",1989,9,27.97
"Andhra_Pradesh",48,"KAKINADA",1994,10,29.905
"Andhra_Pradesh",48,"KAKINADA",1999,11,12.395
"Andhra_Pradesh",48,"KAKINADA",2004,12,27.03
"Andhra_Pradesh",49,"RAJANAGARAM",2019,15,19.595
"Andhra_Pradesh",49,"TALLAREVU",1972,5,44.56
"Andhra_Pradesh",49,"TALLAREVU",1978,6,78.305
"Andhra_Pradesh",49,"TALLAREVU",1983,7,78.305
"Andhra_Pradesh",49,"TALLAREVU",1985,8,79.5
"Andhra_Pradesh",49,"TALLAREVU",1989,9,10.14
"Andhra_Pradesh",49,"TALLAREVU",1994,10,4.48
"Andhra_Pradesh",49,"TALLAREVU",1999,11,45.82
"Andhra_Pradesh",49,"TALLAREVU",2004,12,48.99
